gameId,playId,displayName,max,min,max_min_disparity
2022103005,3925,Johnny Mundt,0.74052864,0.118626274,0.62190235
2022091112,3332,Robert Tonyan,0.82910156,0.20771854,0.621383
2022102308,671,O.J. Howard,0.8844147,0.26346195,0.6209527
2022102309,2234,Gerald Everett,0.79213226,0.17238651,0.61974573
2022103005,4352,Zach Ertz,0.8078788,0.18914217,0.6187366
2022110610,4525,Travis Kelce,0.81870526,0.20010425,0.618601
2022103010,617,Brycen Hopkins,0.7182701,0.1001387,0.6181314
2022103011,2202,Tanner Hudson,0.972328,0.35522702,0.61710095
2022110610,4581,Chigoziem Okonkwo,0.93000823,0.3136734,0.6163348
2022103012,116,Dawson Knox,0.6209859,0.0054101953,0.61557573
2022102310,335,Travis Kelce,0.88085574,0.26558188,0.61527383
2022110606,1531,Tyler Conklin,0.91424006,0.30133253,0.6129075
2022110607,1100,Armani Rogers,0.87826157,0.26543912,0.6128224
2022110700,546,Isaiah Likely,0.8979799,0.28584346,0.6121365
2022103011,3124,Chris Myarick,0.8250126,0.2140931,0.61091954
2022110601,760,Cole Kmet,0.8779062,0.26828435,0.6096219
2022110600,2038,Parker Hesse,0.75896007,0.15006837,0.6088917
2022103011,2104,Tanner Hudson,0.9262846,0.31881338,0.6074712
2022103012,504,Dawson Knox,0.83823687,0.23100767,0.60722923
2022102308,1231,Brevin Jordan,0.87844896,0.27353945,0.60490954
2022103006,2474,Juwan Johnson,0.87038624,0.26579013,0.60459614
2022110604,595,Foster Moreau,0.80244446,0.19923212,0.60321236
2022103010,2209,Tyler Kroft,0.9652111,0.36258814,0.602623
2022100900,2151,Tanner Hudson,0.8064723,0.20431256,0.60215974
2022102311,2048,Zach Gentry,0.8913297,0.28959033,0.6017394
2022103009,2911,Armani Rogers,0.9197632,0.31842786,0.60133535
2022110602,946,Ian Thomas,0.9638028,0.36345455,0.60034823
2022103012,952,Tyler Davis,0.8808395,0.28117025,0.5996693
2022102700,3193,Isaiah Likely,0.8899301,0.29053184,0.59939826
2022103010,1552,Charlie Woerner,0.9636602,0.36482513,0.59883505
2022110700,2923,Nick Boyle,0.8152166,0.21658796,0.59862864
2022110600,220,Parker Hesse,0.8590126,0.2605242,0.5984884
2022110601,3394,Cole Kmet,0.85370576,0.25554743,0.59815836
2022110300,798,O.J. Howard,0.7323055,0.13490883,0.59739673
2022103003,2423,Durham Smythe,0.8580318,0.26085097,0.59718084
2022103012,3046,Robert Tonyan,0.76316667,0.1665966,0.5965701
2022102700,3259,Isaiah Likely,0.84997326,0.25358686,0.59638643
2022103012,313,Josiah Deguara,0.91190493,0.3176885,0.59421647
2022110608,3052,Zach Ertz,0.8287086,0.23457995,0.5941286
2022110610,3889,Noah Gray,0.9798577,0.38649228,0.59336543
2022110700,2818,Adam Trautman,0.92883456,0.33559832,0.5932362
2022110608,1361,Noah Fant,0.90832305,0.3154981,0.59282494
2022102310,571,Travis Kelce,0.855152,0.26263022,0.5925218
2022103009,1739,Armani Rogers,0.84900403,0.25699666,0.5920074
2022110700,167,Isaiah Likely,0.86032146,0.2690231,0.59129834
2022110607,2238,Logan Thomas,0.84801435,0.2582355,0.58977884
2022103100,3189,Hayden Hurst,0.85687774,0.26725918,0.58961856
2022110609,2572,Cade Otton,0.78675824,0.19794615,0.5888121
2022103000,837,Dan Arnold,0.945039,0.35820225,0.5868367
2022103010,2315,Tyler Kroft,0.94307023,0.35632712,0.5867431
2022110700,2156,Nick Boyle,0.8472566,0.2607026,0.586554
2022103011,1256,Chris Myarick,0.90413105,0.3195301,0.5846009
2022110605,1125,Hunter Henry,0.7974089,0.21384765,0.58356124
2022110606,1864,Quintin Morris,0.87335783,0.29004374,0.58331406
2022102309,3625,Gerald Everett,0.7658546,0.18280432,0.58305025
2022103012,2355,Dawson Knox,0.81179744,0.2288023,0.5829952
2022110603,3417,Brock Wright,0.89768595,0.31488457,0.58280134
2022103012,2252,Dawson Knox,0.81405836,0.23217396,0.5818844
2022103005,789,Stephen Anderson,0.91107863,0.32945397,0.5816246
2022110608,2635,Will Dissly,0.9994767,0.42009655,0.57938015
2022103000,3614,Evan Engram,0.7544204,0.17629531,0.5781251
2022103012,360,Josiah Deguara,0.8546016,0.2779089,0.5766927
2022102307,1224,Greg Dulcich,0.94464916,0.36802658,0.5766226
2022110602,327,Giovanni Ricci,0.8840229,0.30835524,0.5756676
2022102310,2959,Travis Kelce,0.9545166,0.37972617,0.5747904
2022110607,875,Logan Thomas,0.81790805,0.24321061,0.57469743
2022110700,2965,Isaiah Likely,0.7992667,0.22556135,0.5737053
2022110600,839,Feleipe Franks,0.96558136,0.39189008,0.57369125
2022110609,1786,Brycen Hopkins,0.8178396,0.24416474,0.5736749
2022110600,122,Kyle Pitts,0.76161975,0.18900132,0.5726184
2022102308,543,Foster Moreau,0.8272723,0.25531235,0.57196
2022103004,2691,Jordan Akins,0.70369613,0.13190146,0.5717947
2022110607,606,Logan Thomas,0.75398123,0.18305723,0.570924
2022110609,1462,Brycen Hopkins,0.7517169,0.18111113,0.57060575
2022110610,1952,Travis Kelce,0.81552655,0.24504052,0.570486
2022103003,1530,Brock Wright,0.8928009,0.32233775,0.5704632
2022110608,1621,Noah Fant,0.99997336,0.4296835,0.57028985
2022103001,189,Giovanni Ricci,0.891689,0.3217142,0.5699748
2022103001,3493,Kyle Pitts,0.8844339,0.3152494,0.56918454
2022103009,512,Armani Rogers,0.6954269,0.12669584,0.56873107
2022102309,3722,Gerald Everett,0.735547,0.16706282,0.5684842
2022110609,582,Brycen Hopkins,0.7030181,0.1345867,0.56843144
2022110610,477,Travis Kelce,0.7490221,0.18140751,0.5676146
2022103003,1408,Brock Wright,0.9169084,0.3506059,0.5663025
2022110610,3225,Chigoziem Okonkwo,0.9185115,0.3524606,0.5660509
2022102700,419,Cade Otton,0.9036832,0.33781487,0.5658683
2022102310,1339,Travis Kelce,0.78402334,0.21935628,0.56466705
2022110600,817,Feleipe Franks,0.6097572,0.04524554,0.56451166
2022102310,2848,Noah Gray,0.87019336,0.30578735,0.56440604
2022110609,2328,Brycen Hopkins,0.597393,0.033156276,0.5642367
2022102310,597,Travis Kelce,0.6283455,0.0647367,0.56360877
2022102308,254,Foster Moreau,0.8302874,0.2674064,0.562881
2022103001,959,Kyle Pitts,0.76295394,0.20060723,0.5623467
2022102308,1137,Foster Moreau,0.8255959,0.26345226,0.5621437
2022110602,2680,Mitchell Wilcox,0.9093174,0.34784514,0.56147224
2022110607,1418,Logan Thomas,0.8186389,0.25724408,0.5613948
2022110601,2084,Cole Kmet,0.936363,0.37508604,0.5612769
2022103007,986,C.J. Uzomah,0.8729335,0.31204093,0.5608926
2022103005,1565,Irv Smith,0.59498584,0.034646034,0.5603398
2022110610,809,Travis Kelce,0.7852286,0.22493505,0.56029356
2022103006,1023,Juwan Johnson,0.7904069,0.23030259,0.5601043
2022102400,2866,Cole Kmet,0.7506448,0.19114907,0.55949575
2022103003,371,Mike Gesicki,0.5728492,0.013450636,0.5593986
2022110608,2679,Noah Fant,0.8775276,0.31856853,0.55895907
2022103005,273,Irv Smith,0.81852067,0.25987154,0.5586491
2022091112,181,Johnny Mundt,0.77029955,0.21166421,0.55863535
2022110300,314,Jack Stoll,0.6114424,0.053078245,0.55836415
2022103005,163,Johnny Mundt,0.9488027,0.3905126,0.5582901
2022102400,1005,Cole Kmet,0.8082258,0.25056508,0.5576607
2022102400,887,Jonnu Smith,0.9688019,0.41123962,0.5575623
2022102308,1583,Foster Moreau,0.8906449,0.33318433,0.55746055
2022110603,87,Shane Zylstra,0.77775955,0.22073029,0.55702925
2022103005,1113,Johnny Mundt,0.916552,0.3599807,0.5565713
2022103010,3310,Tyler Higbee,0.65320945,0.09870367,0.55450577
2022110609,2962,Tyler Higbee,0.7485385,0.19422315,0.5543153
2022110300,3350,O.J. Howard,0.7877622,0.2334669,0.5542953
2022102307,1383,C.J. Uzomah,0.91791934,0.3638084,0.55411094
2022110604,1030,Dan Arnold,0.8915481,0.3374953,0.5540528
2022102309,3700,Gerald Everett,0.9661867,0.4127266,0.5534601
2022110700,443,Isaiah Likely,0.8814926,0.32807803,0.5534146
2022102400,1452,Cole Kmet,0.7094215,0.15611733,0.5533042
2022110300,695,Dallas Goedert,0.8567898,0.3035618,0.553228
2022102700,201,Mark Andrews,0.875972,0.32287723,0.55309474
2022102307,1428,Tyler Conklin,0.74824566,0.19522345,0.5530222
2022102308,2094,Foster Moreau,0.8432976,0.2903089,0.5529887
2022103005,789,Trey McBride,0.9699999,0.4170313,0.5529686
2022103000,3360,Evan Engram,0.74533,0.19251835,0.5528116
2022091112,821,Irv Smith,0.848041,0.2952452,0.55279577
2022102311,87,Durham Smythe,0.71249276,0.15984346,0.5526493
2022103001,2814,Tommy Tremble,0.87184954,0.31923065,0.55261886
2022103100,2768,Mitchell Wilcox,0.7684492,0.21650581,0.55194336
2022102400,3006,Trevon Wesco,0.9346833,0.38279295,0.5518904
2022103001,2451,Kyle Pitts,0.8506852,0.3000038,0.55068135
2022102400,781,Jonnu Smith,0.9791566,0.42939442,0.5497622
2022110603,3614,Shane Zylstra,0.8061402,0.25713104,0.54900914
2022100900,2501,Tyler Davis,0.83371156,0.28479588,0.5489157
2022103005,1348,Zach Ertz,0.7610597,0.21242565,0.54863405
2022103003,2542,Hunter Long,0.7454928,0.19712949,0.5483633
2022103100,285,Mitchell Wilcox,0.840609,0.29224944,0.5483596
2022102400,588,Trevon Wesco,0.9642754,0.41606396,0.54821146
2022103001,273,Kyle Pitts,0.86146027,0.31439006,0.5470702
2022103010,1876,Ross Dwelley,0.93113333,0.3844953,0.546638
2022102700,68,Mark Andrews,0.6506911,0.10409434,0.54659677
2022103012,910,Josiah Deguara,0.6368338,0.09045172,0.54638207
2022102700,3193,Josh Oliver,0.8115564,0.26539385,0.54616255
2022102308,1798,O.J. Howard,0.79329294,0.24777514,0.5455178
2022103005,1041,Johnny Mundt,0.76413816,0.21889035,0.5452478
2022102700,1970,Josh Oliver,0.8424005,0.29770818,0.5446923
2022103011,424,Noah Fant,0.7690794,0.22487822,0.54420114
2022103006,2530,Juwan Johnson,0.774381,0.2303061,0.5440749
2022102700,2186,Kyle Rudolph,0.781535,0.23951326,0.54202175
2022102311,3798,Durham Smythe,0.9221252,0.38196042,0.5401648
2022102400,348,Cole Kmet,0.96100414,0.42094868,0.54005545
2022103002,317,Dalton Schultz,0.8482862,0.30897212,0.5393141
2022103001,1221,Tommy Tremble,0.90779215,0.3688097,0.53898245
2022110300,221,Jordan Akins,0.8220957,0.28341815,0.5386776
2022100900,2592,Daniel Bellinger,0.79566085,0.25716603,0.5384948
2022103006,732,Juwan Johnson,0.8317916,0.29352534,0.53826624
2022110607,2409,John Bates,0.9167577,0.37849692,0.5382608
2022110700,2286,Isaiah Likely,0.9008506,0.36335358,0.53749704
2022102310,3468,Travis Kelce,0.96057147,0.42351928,0.53705215
2022110601,697,Cole Kmet,0.760677,0.22397268,0.5367043
2022110600,1526,Gerald Everett,0.733893,0.19742562,0.5364674
2022110601,1323,Cole Kmet,0.8618958,0.325888,0.53600776
2022103002,2765,Sean McKeon,0.8209996,0.28501242,0.5359872
2022110700,3195,Isaiah Likely,0.85826516,0.32234317,0.535922
2022103012,2440,Josiah Deguara,0.8782358,0.3426389,0.5355969
2022110300,1650,Dallas Goedert,0.80012864,0.26472628,0.53540236
2022110610,3940,Travis Kelce,0.7554622,0.22025359,0.53520864
2022110608,2213,Noah Fant,0.8653552,0.33023196,0.5351232
2022102400,1254,Cole Kmet,0.8262918,0.2911983,0.5350935
2022103011,2877,Lawrence Cager,0.78439444,0.2505053,0.5338892
2022102400,1351,Jonnu Smith,0.81487256,0.28102228,0.5338503
2022110608,843,Noah Fant,0.7319275,0.19837512,0.5335524
2022103001,871,Kyle Pitts,0.54935306,0.016285801,0.5330673
2022103003,1342,Brock Wright,0.9260462,0.39396855,0.53207767
2022110610,191,Noah Gray,0.80863875,0.2767494,0.5318893
2022103011,2654,Tanner Hudson,0.7392958,0.20838104,0.5309147
2022103009,2812,Logan Thomas,0.8013484,0.2706305,0.53071785
2022103001,2700,Ian Thomas,0.83776134,0.3071434,0.53061795
2022103010,2270,Charlie Woerner,0.9463557,0.41609997,0.53025573
2022102700,3145,Isaiah Likely,0.81699383,0.28685254,0.5301413
2022103007,3509,Hunter Henry,0.7287764,0.19871917,0.5300572
2022102308,115,Foster Moreau,0.615791,0.08610368,0.52968735
2022110610,3524,Noah Gray,0.85767657,0.32808027,0.5295963
2022110608,3261,Noah Fant,0.7732865,0.24392588,0.52936065
2022091112,3128,Robert Tonyan,0.703858,0.17502123,0.5288368
2022103012,2574,Marcedes Lewis,0.62906474,0.1003169,0.52874786
2022103004,1955,Geoff Swaim,0.85149187,0.32358056,0.5279113
2022103011,2202,Chris Myarick,0.9027671,0.37497887,0.5277883
2022103001,617,Kyle Pitts,0.81183416,0.28464967,0.5271845
2022102700,1203,Isaiah Likely,0.77454257,0.2476641,0.5268785
2022103009,2338,Logan Thomas,0.7781216,0.25175464,0.52636695
2022110605,1336,Hunter Henry,0.5959388,0.069982275,0.5259565
2022103008,1371,Pat Freiermuth,0.8706931,0.34499073,0.52570236
2022103001,1486,Parker Hesse,0.8779293,0.3524573,0.5254719
2022103012,994,Josiah Deguara,0.88215387,0.35717022,0.52498364
2022110601,2039,Cole Kmet,0.65454537,0.12964493,0.52490044
2022103001,2496,Parker Hesse,0.9774561,0.45256233,0.52489376
2022110604,1691,Foster Moreau,0.72702384,0.20226707,0.5247568
2022110300,2851,Brevin Jordan,0.8099903,0.28559393,0.52439636
2022110300,729,Jack Stoll,0.92343295,0.39951947,0.5239135
2022103012,2419,Robert Tonyan,0.91682243,0.39296332,0.52385914
2022103005,1712,Trey McBride,0.7150844,0.19144072,0.5236437
2022102310,1182,Travis Kelce,0.9415236,0.41830736,0.52321625
2022110601,1169,Trevon Wesco,0.6485656,0.12668687,0.5218787
2022102311,1175,Mike Gesicki,0.85178596,0.33084455,0.5209414
2022110600,3298,Parker Hesse,0.59698004,0.07658606,0.52039397
2022110605,2069,Kylen Granson,0.57149434,0.05158181,0.51991254
2022103012,884,Robert Tonyan,0.9242289,0.40451595,0.5197129
2022102700,2778,Josh Oliver,0.84698427,0.3280409,0.51894337
2022103002,1727,Cole Kmet,0.93333066,0.41502512,0.51830554
2022103012,2461,Marcedes Lewis,0.7323141,0.214515,0.51779914
2022103008,954,Dallas Goedert,0.86159015,0.34382424,0.5177659
2022103010,3194,Ross Dwelley,0.90826863,0.39151827,0.51675034
2022103000,1888,Evan Engram,0.82165456,0.30502656,0.516628
2022110700,3630,Isaiah Likely,0.8386988,0.32235625,0.5163425
2022110610,2064,Chigoziem Okonkwo,0.9787227,0.46259147,0.5161312
2022110300,2077,Jack Stoll,0.94829327,0.43234152,0.51595175
2022102700,2714,Isaiah Likely,0.74898726,0.23350483,0.5154824
2022110604,2162,Evan Engram,0.91012096,0.39479697,0.515324
2022102308,881,Jordan Akins,0.9031084,0.38834384,0.51476455
2022103008,282,Grant Calcaterra,0.644565,0.12983532,0.5147297
2022110606,1459,C.J. Uzomah,0.9540316,0.44000477,0.5140268
2022103000,207,Evan Engram,0.70380455,0.19024675,0.5135578
2022110603,1011,Shane Zylstra,0.7349373,0.22151543,0.5134219
2022110610,1461,Geoff Swaim,0.84910196,0.33621496,0.512887
2022110700,2210,Isaiah Likely,0.8453264,0.3324528,0.51287365
2022110609,2922,Brycen Hopkins,0.94952995,0.4367213,0.5128087
2022110600,1162,Gerald Everett,0.7607273,0.2479619,0.5127654
2022103100,2261,Harrison Bryant,0.87638205,0.36362877,0.51275325
2022110610,4303,Noah Gray,0.791393,0.2787182,0.5126748
2022110602,2907,Devin Asiasi,0.96345156,0.45100614,0.51244545
2022110606,3316,Tyler Conklin,0.87574464,0.36333883,0.5124058
2022110602,3645,Tommy Tremble,0.9210421,0.40910974,0.5119324
2022103010,286,George Kittle,0.8477394,0.33595487,0.51178455
2022103011,1131,Colby Parkinson,0.7655551,0.25395092,0.5116042
2022110700,1606,Isaiah Likely,0.7521518,0.2405629,0.5115889
2022103011,1131,Noah Fant,0.75378406,0.2425272,0.5112569
2022103002,864,Cole Kmet,0.7058822,0.1946528,0.5112294
2022103002,1263,Cole Kmet,0.8652081,0.35403958,0.5111685
2022102307,1404,Tyler Conklin,0.75752825,0.24663414,0.5108941
2022102400,2130,Cole Kmet,0.7489064,0.23834686,0.5105595
2022103008,1193,Dallas Goedert,0.64932907,0.13914303,0.510186
2022110600,1657,Tre' McKitty,0.93936497,0.42917985,0.5101851
2022103010,1580,George Kittle,0.8248158,0.314892,0.5099238
2022102700,1700,Isaiah Likely,0.65792507,0.14813812,0.50978696
2022103000,3042,Evan Engram,0.86288387,0.35327604,0.5096078
2022110601,2616,Durham Smythe,0.5126079,0.0034526456,0.5091552
2022110600,3242,Gerald Everett,0.68940187,0.18154374,0.50785816
2022103004,2532,Austin Hooper,0.88566583,0.3786499,0.50701594
2022103005,859,Zach Ertz,0.6182471,0.11184848,0.5063986
2022103100,2847,Hayden Hurst,0.5945208,0.08849503,0.5060258
2022103002,3465,Jake Ferguson,0.9825713,0.47657415,0.5059972
2022103011,949,Colby Parkinson,0.9583109,0.45249444,0.50581646
2022110600,1440,Richard Rodgers,0.8959004,0.39008757,0.5058129
2022110608,2261,Noah Fant,0.80039924,0.29468626,0.505713
2022102309,1658,Will Dissly,0.925068,0.41940856,0.50565946
2022103011,2705,Chris Myarick,0.92144334,0.41602078,0.5054226
2022110604,498,Foster Moreau,0.75973624,0.25436077,0.5053755
2022103007,65,C.J. Uzomah,0.96834016,0.46307132,0.5052688
2022110605,1489,Jelani Woods,0.6573052,0.15204462,0.5052606
2022110700,2965,Josh Oliver,0.75114375,0.24650188,0.5046419
2022103003,347,Mike Gesicki,0.7177326,0.21327214,0.50446045
2022110604,383,Foster Moreau,0.76023626,0.25588477,0.5043515
2022100900,2544,Robert Tonyan,0.77804357,0.27383623,0.5042074
2022103005,2756,Johnny Mundt,0.7542273,0.25056535,0.50366193
2022103100,1086,Hayden Hurst,0.73869556,0.23552415,0.50317144
2022110300,2926,Brevin Jordan,0.7840989,0.281007,0.50309193
2022102309,3510,Noah Fant,0.8917822,0.389143,0.50263923
2022103011,3469,Tanner Hudson,0.8437268,0.34194505,0.50178176
2022103001,3105,Kyle Pitts,0.8291593,0.3276148,0.5015445
2022110608,1003,Noah Fant,0.9408473,0.4394532,0.50139403
2022102310,2187,Travis Kelce,0.7455927,0.24460861,0.5009841
2022102700,2778,Nick Boyle,0.717024,0.21666442,0.5003596
2022103008,980,Jack Stoll,0.5889711,0.08949238,0.4994787
2022103011,2344,Lawrence Cager,0.94667655,0.4476651,0.49901146
2022103006,3239,Juwan Johnson,0.94787127,0.44896188,0.49890938
2022110610,1300,Travis Kelce,0.74081033,0.24208318,0.49872714
2022103010,3127,Tyler Higbee,0.64523995,0.14656837,0.4986716
2022103007,1818,Tyler Conklin,0.97377557,0.47522214,0.49855343
2022102700,1398,Isaiah Likely,0.6905611,0.19203955,0.49852157
2022103011,3102,Tanner Hudson,0.782323,0.28433472,0.49798828
2022110605,3238,Kylen Granson,0.9352101,0.43738896,0.49782115
2022110610,1440,Austin Hooper,0.8541409,0.3566188,0.4975221
2022103100,3132,Harrison Bryant,0.8691602,0.37200463,0.49715555
2022103002,3817,Cole Kmet,0.7888422,0.29188952,0.49695268
2022103012,1183,Josiah Deguara,0.5010584,0.004165669,0.49689272
2022103003,3085,T.J. Hockenson,0.9052726,0.40853176,0.49674085
2022103000,837,Evan Engram,0.7253141,0.2286898,0.4966243
2022110300,3350,Jordan Akins,0.8135549,0.31703696,0.49651793
2022110610,1461,Kevin Rader,0.807023,0.31082582,0.49619716
2022103012,3020,Dawson Knox,0.7240878,0.22807531,0.49601245
2022110604,2888,Foster Moreau,0.7170803,0.22212681,0.49495348
2022110609,1367,Cade Otton,0.73970366,0.24511796,0.4945857
2022103007,1395,Hunter Henry,0.75079894,0.2566641,0.49413484
2022103010,2246,Tyler Kroft,0.9368698,0.44323185,0.49363795
2022103100,650,Hayden Hurst,0.9753277,0.48174015,0.49358752
2022102308,2416,Foster Moreau,0.70719963,0.21366492,0.4935347
2022103000,1294,Dan Arnold,0.7582206,0.26469168,0.49352893
2022103004,77,Chigoziem Okonkwo,0.940794,0.44743538,0.4933586
2022110600,2639,Gerald Everett,0.660952,0.16768192,0.49327004
2022103000,968,Dan Arnold,0.7817807,0.28881988,0.49296084
2022103000,2369,Evan Engram,0.8593248,0.3667067,0.4926181
2022102700,1970,Isaiah Likely,0.76793826,0.2755094,0.49242887
2022100900,2966,Tanner Hudson,0.97456884,0.48243418,0.49213466
2022102307,3811,Eric Saubert,0.795525,0.3036717,0.49185333
2022103008,2271,Pat Freiermuth,0.9300817,0.43832138,0.49176034
2022103011,2078,Chris Myarick,0.92050725,0.42897406,0.4915332
2022103012,2482,Robert Tonyan,0.92045057,0.42970207,0.4907485
2022110602,1162,Hayden Hurst,0.5659187,0.075450204,0.49046847
2022102307,583,Tyler Conklin,0.7297247,0.23951069,0.49021402
2022110610,2653,Travis Kelce,0.85789394,0.36776873,0.4901252
2022102309,3213,Gerald Everett,0.7873597,0.29750693,0.4898528
2022110605,905,Kylen Granson,0.74491143,0.25530362,0.4896078
2022110600,1760,Kyle Pitts,0.6364792,0.14718512,0.48929408
2022103010,2344,Tyler Kroft,0.9430548,0.454308,0.4887468
2022102309,3456,Noah Fant,0.72105694,0.2326457,0.48841125
2022102310,1936,George Kittle,0.5365844,0.048351377,0.488233
2022103000,3682,Evan Engram,0.7669195,0.27895865,0.48796085
2022110602,1401,Giovanni Ricci,0.8647739,0.37696096,0.48781297
2022110601,1950,Durham Smythe,0.91114694,0.42378703,0.4873599
2022110600,1934,Richard Rodgers,0.8346203,0.3474505,0.4871698
2022103005,620,Irv Smith,0.9590883,0.47233215,0.48675618
2022110600,172,Parker Hesse,0.7026276,0.21607704,0.48655057
2022102310,2154,Travis Kelce,0.70077205,0.21437538,0.48639667
2022110700,1925,Juwan Johnson,0.6548097,0.16882499,0.48598474
2022110605,3520,Kylen Granson,0.70952064,0.22361308,0.48590755
2022102307,1505,Greg Dulcich,0.82954776,0.34454992,0.48499784
2022110603,64,Brock Wright,0.72911394,0.24415146,0.48496246
2022102309,3555,Noah Fant,0.7720792,0.28724018,0.48483905
2022103010,105,Tyler Higbee,0.61178386,0.12707028,0.48471358
2022103000,1723,Evan Engram,0.7297669,0.24573883,0.48402807
2022102400,2890,Cole Kmet,0.7733724,0.2896711,0.48370132
2022110602,3144,Ian Thomas,0.88280237,0.39932236,0.48348
2022103100,2997,Harrison Bryant,0.9246939,0.44141856,0.48327532
2022110300,3350,Brevin Jordan,0.7855154,0.3025698,0.48294562
2022103007,3873,Tyler Conklin,0.7857504,0.30341506,0.48233533
2022102310,410,George Kittle,0.92374384,0.44194746,0.48179638
2022103003,304,Mike Gesicki,0.8474513,0.36631963,0.4811317
2022103011,1016,Noah Fant,0.76926345,0.28843105,0.4808324
2022102400,3698,Cole Kmet,0.9938096,0.51299024,0.48081934
2022110601,2780,Cole Kmet,0.7813256,0.30070058,0.480625
2022103008,1215,Dallas Goedert,0.5762951,0.0956884,0.48060668
2022110300,798,Brevin Jordan,0.62666255,0.1461155,0.48054707
2022103011,2726,Tanner Hudson,0.71982056,0.23928232,0.48053825
2022110605,2942,Kylen Granson,0.9852263,0.50470024,0.48052603
2022110605,77,Hunter Henry,0.7033525,0.22297107,0.48038143
