gameId,playId,nflId_x,displayName,frameId,frameType,time,club,playDirection,x,y,s,a,dis,o,dir,event,nflId_y,position,wasRunningRoute,motion_one,motion_two,motion_three,motion_four,motion_five,motion_six,didBlock,distanceToFootball,distanceToTeammate,nearestTeammatePosition,distanceToDefender,nearestDefenderPosition,orientation,position_encoded,nearestTeammatePosition_encoded,orientation_encoded,nearestDefenderPosition_encoded,prediction
2022110603,915,30842,Marcedes Lewis,11,BEFORE_SNAP,2022-11-06 18:45:11.2,GB,left,24.03,28.65,1.78,0.97,0.18,271.23,291.52,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.732660996263735,1.0373041983911921,T,14.243623134582016,DE,Forward,0,6,1,2,0.27863038
2022110603,915,30842,Marcedes Lewis,12,BEFORE_SNAP,2022-11-06 18:45:11.3,GB,left,23.86,28.72,1.73,0.93,0.18,271.23,289.29,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.618896880303931,1.067754653466795,T,14.081619225074933,DE,Forward,0,6,1,2,0.299172
2022110603,915,30842,Marcedes Lewis,13,BEFORE_SNAP,2022-11-06 18:45:11.4,GB,left,23.7,28.77,1.71,0.88,0.17,271.92,286.76,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.515523941177559,1.0742439201596623,T,13.949114667246807,DE,Forward,0,6,1,2,0.31424573
2022110603,915,30842,Marcedes Lewis,14,BEFORE_SNAP,2022-11-06 18:45:11.5,GB,left,23.54,28.82,1.7,0.75,0.17,271.92,284.69,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.414795139484813,1.0822661410207741,T,13.81774221788784,DE,Forward,0,6,1,2,0.3309043
2022110603,915,30842,Marcedes Lewis,15,BEFORE_SNAP,2022-11-06 18:45:11.6,GB,left,23.37,28.86,1.67,0.89,0.17,271.92,280.74,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.294686608050214,1.08300507847378,T,13.666927233288396,DE,Forward,0,6,1,2,0.34480554
2022110603,915,30842,Marcedes Lewis,16,BEFORE_SNAP,2022-11-06 18:45:11.7,GB,left,23.21,28.89,1.68,0.73,0.17,269.95,279.02,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.188227838476573,1.0770329614269034,T,13.5071277479707,DE,Forward,0,6,1,2,0.36267892
2022110603,915,30842,Marcedes Lewis,17,BEFORE_SNAP,2022-11-06 18:45:11.8,GB,left,23.04,28.92,1.67,0.62,0.17,268.83,277.38,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.076101828645753,1.0707007051459347,T,13.346827338360228,DE,Forward,0,6,1,2,0.37621617
2022110603,915,30842,Marcedes Lewis,18,BEFORE_SNAP,2022-11-06 18:45:11.9,GB,left,22.87,28.94,1.63,0.68,0.17,267.67,274.69,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.960644750220565,1.0568348972285138,T,13.187543364857612,DE,Forward,0,6,1,2,0.38382795
2022110603,915,30842,Marcedes Lewis,19,BEFORE_SNAP,2022-11-06 18:45:12,GB,left,22.71,28.94,1.62,0.78,0.16,265.77,270.38,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.835203882157555,1.0261578825892277,T,13.029907904509534,DE,Forward,0,6,1,2,0.38595602
2022110603,915,30842,Marcedes Lewis,20,BEFORE_SNAP,2022-11-06 18:45:12.1,GB,left,22.55,28.94,1.64,0.54,0.17,263.12,269.84,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.727155604574833,1.0141498903022175,T,12.881273228994099,DE,Forward,0,6,1,2,0.39205804
2022110603,915,30842,Marcedes Lewis,21,BEFORE_SNAP,2022-11-06 18:45:12.2,GB,left,22.38,28.95,1.64,0.36,0.16,261.53,269.61,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.61151836488149,1.0049875621120876,T,12.702755606560334,DE,Forward,0,6,1,2,0.4006739
2022110603,915,30842,Marcedes Lewis,22,BEFORE_SNAP,2022-11-06 18:45:12.3,GB,left,22.22,28.95,1.65,0.15,0.17,260.67,270.7,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.493072637660724,0.9900505037623046,T,12.56485972862411,DE,Forward,0,6,1,2,0.40710932
2022110603,915,30842,Marcedes Lewis,23,BEFORE_SNAP,2022-11-06 18:45:12.4,GB,left,22.05,28.96,1.62,0.26,0.16,260.08,270.09,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.377133975932462,0.9774456506629938,T,12.375532311783603,DE,Forward,0,6,1,2,0.4129671
2022110603,915,30842,Marcedes Lewis,24,BEFORE_SNAP,2022-11-06 18:45:12.5,GB,left,21.89,28.97,1.63,0.39,0.16,260.08,274.15,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.278703460930715,0.9885848471426194,T,12.145637076744883,DE,Forward,0,6,1,2,0.41271958
2022110603,915,30842,Marcedes Lewis,25,BEFORE_SNAP,2022-11-06 18:45:12.6,GB,left,21.73,28.98,1.64,0.55,0.16,260.08,277.16,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.176625832319861,0.9962429422585638,T,11.925435002548125,DE,Forward,0,6,1,2,0.4113211
2022110603,915,30842,Marcedes Lewis,26,BEFORE_SNAP,2022-11-06 18:45:12.7,GB,left,21.56,29.01,1.63,0.64,0.16,260.08,280.35,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.1000007119527835,1.0151354589413177,T,11.694656899627281,DE,Forward,0,6,1,2,0.4157562
2022110603,915,30842,Marcedes Lewis,27,BEFORE_SNAP,2022-11-06 18:45:12.8,GB,left,21.41,29.05,1.6,0.66,0.16,259.33,282.92,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.03555520001902,1.0568822072492285,T,11.493171885950371,DE,Forward,0,6,1,2,0.42404044
2022110603,915,30842,Marcedes Lewis,28,BEFORE_SNAP,2022-11-06 18:45:12.9,GB,left,21.25,29.09,1.62,0.78,0.16,259.33,287.4,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.9702022239626995,1.0907795377618705,T,11.3017697729161,DE,Forward,0,6,1,2,0.42121926
2022110603,915,30842,Marcedes Lewis,29,BEFORE_SNAP,2022-11-06 18:45:13,GB,left,21.09,29.14,1.58,0.51,0.16,258.28,286.87,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.932888017392548,1.1216059914247978,T,11.110544541110485,DE,Forward,0,6,1,2,0.4401276
2022110603,915,30842,Marcedes Lewis,30,BEFORE_SNAP,2022-11-06 18:45:13.1,GB,left,20.94,29.18,1.54,0.43,0.16,257.68,286.05,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.8796400729111027,1.1473883387938026,T,10.950073059117004,DE,Forward,0,6,1,2,0.45319498
2022110603,915,30842,Marcedes Lewis,31,BEFORE_SNAP,2022-11-06 18:45:13.2,GB,left,20.8,29.21,1.46,0.68,0.15,257.68,281.46,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.838881076673076,1.1723907198540957,T,10.800018518502643,DE,Forward,0,6,1,2,0.46402934
2022110603,915,30842,Marcedes Lewis,32,BEFORE_SNAP,2022-11-06 18:45:13.3,GB,left,20.66,29.24,1.38,0.86,0.14,257.03,279.55,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.7976976973284975,1.2030793822520598,T,10.660567527106613,DE,Forward,0,6,1,2,0.47626823
2022110603,915,30842,Marcedes Lewis,33,BEFORE_SNAP,2022-11-06 18:45:13.4,GB,left,20.53,29.25,1.31,1.1,0.13,257.03,274.14,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.7568599027294804,1.2300406497347964,T,10.531215504394543,DE,Forward,0,6,1,2,0.48155382
2022110603,915,30842,Marcedes Lewis,34,BEFORE_SNAP,2022-11-06 18:45:13.5,GB,left,20.4,29.26,1.27,1.16,0.13,255.73,271.28,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.711090965371299,1.244829305567632,T,10.412324428291695,DE,Forward,0,6,1,2,0.48662323
2022110603,915,30842,Marcedes Lewis,35,BEFORE_SNAP,2022-11-06 18:45:13.6,GB,left,20.27,29.27,1.27,0.61,0.13,255.73,272.41,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.6769541666113787,1.2571793825862707,T,10.294085680622636,DE,Forward,0,6,1,2,0.512148
2022110603,915,30842,Marcedes Lewis,36,BEFORE_SNAP,2022-11-06 18:45:13.7,GB,left,20.14,29.28,1.27,0.26,0.13,255.73,276.3,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.6423196885953337,1.2653062870309317,T,10.175352573744068,DE,Forward,0,6,1,2,0.525539
2022110603,915,30842,Marcedes Lewis,37,BEFORE_SNAP,2022-11-06 18:45:13.8,GB,left,20.02,29.29,1.27,0.36,0.13,255.73,278.48,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.611369940012918,1.2839003076563211,T,10.066439291030369,DE,Forward,0,6,1,2,0.5254989
2022110603,915,30842,Marcedes Lewis,38,BEFORE_SNAP,2022-11-06 18:45:13.9,GB,left,19.89,29.31,1.19,0.43,0.12,254.29,277.73,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.590890275231337,1.2998846102635429,T,9.9588603765692,DE,Forward,0,6,1,2,0.5439609
2022110603,915,30842,Marcedes Lewis,39,BEFORE_SNAP,2022-11-06 18:45:14,GB,left,19.78,29.33,1.17,0.37,0.12,252.71,277.18,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5828052532857653,1.3256319247815354,T,9.859822513615548,DE,Forward,0,6,1,2,0.5583217
2022110603,915,30842,Marcedes Lewis,40,BEFORE_SNAP,2022-11-06 18:45:14.1,GB,left,19.66,29.34,1.15,0.38,0.12,249.81,275.16,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.573023248451156,1.3392908571329818,T,9.750856372647482,DE,Inside,0,6,2,2,0.5609063
2022110603,915,30842,Marcedes Lewis,41,BEFORE_SNAP,2022-11-06 18:45:14.2,GB,left,19.55,29.35,1.1,0.58,0.11,246.35,271.82,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.559507719571453,1.3630847369110992,T,9.660957509481138,DE,Inside,0,6,2,2,0.5783022
2022110603,915,30842,Marcedes Lewis,42,BEFORE_SNAP,2022-11-06 18:45:14.3,GB,left,19.43,29.35,1.12,0.61,0.11,243.23,268.45,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5395191141866293,1.3829316685939346,T,9.550141360210329,DE,Inside,0,6,2,2,0.5858291
2022110603,915,30842,Marcedes Lewis,43,BEFORE_SNAP,2022-11-06 18:45:14.4,GB,left,19.32,29.34,1.12,0.67,0.11,243.23,264.48,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5143272224881463,1.404279174523356,T,9.449338601193206,DE,Inside,0,6,2,2,0.59718066
2022110603,915,30842,Marcedes Lewis,44,BEFORE_SNAP,2022-11-06 18:45:14.5,GB,left,19.21,29.32,1.1,0.78,0.11,240.73,259.07,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.4808039063340903,1.417180299044552,T,9.357718739094482,DE,Inside,0,6,2,2,0.61162955
2022110603,915,30842,Marcedes Lewis,45,BEFORE_SNAP,2022-11-06 18:45:14.6,GB,left,19.1,29.3,1.07,0.76,0.11,239.2,254.95,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.460548715024529,1.4202112518917742,T,9.256246539499692,DE,Inside,0,6,2,2,0.62611115
2022110603,915,30842,Marcedes Lewis,46,BEFORE_SNAP,2022-11-06 18:45:14.7,GB,left,19.0,29.27,1.03,0.64,0.1,237.17,252.77,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.424733201376534,1.4342245291445823,T,9.15428315052577,DE,Inside,0,6,2,2,0.644177
2022110603,915,30842,Marcedes Lewis,47,BEFORE_SNAP,2022-11-06 18:45:14.8,GB,left,18.9,29.25,1.01,0.49,0.1,234.88,252.39,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.4011906006774786,1.4422205101855934,T,9.062670688047755,DE,Inside,0,6,2,2,0.6570377
2022110603,915,30842,Marcedes Lewis,48,BEFORE_SNAP,2022-11-06 18:45:14.9,GB,left,18.8,29.22,1.01,0.29,0.1,231.85,254.5,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.370014453709877,1.450310311622998,T,8.961612578102224,DE,Inside,0,6,2,2,0.665589
2022110603,915,30842,Marcedes Lewis,49,BEFORE_SNAP,2022-11-06 18:45:15,GB,left,18.7,29.19,0.99,0.29,0.1,229.71,255.41,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.3418104874888046,1.4400347218036076,T,8.860812603819133,DE,Inside,0,6,2,2,0.6787668
2022110603,915,30842,Marcedes Lewis,50,BEFORE_SNAP,2022-11-06 18:45:15.1,GB,left,18.61,29.17,0.95,0.35,0.1,227.29,255.21,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.325431878286625,1.4405554484295262,T,8.770364872683462,DE,Inside,0,6,2,2,0.6970179
2022110603,915,30842,Marcedes Lewis,51,BEFORE_SNAP,2022-11-06 18:45:15.2,GB,left,18.52,29.15,0.92,0.41,0.09,223.63,257.97,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.3110267254562724,1.4412494579357191,T,8.680144008021987,DE,Inside,0,6,2,2,0.7100296
2022110603,915,30842,Marcedes Lewis,52,BEFORE_SNAP,2022-11-06 18:45:15.3,GB,left,18.43,29.13,0.88,0.39,0.09,219.31,257.37,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.3096373902819205,1.4228492541376245,T,8.600052325422212,DE,Inside,0,6,2,2,0.72096306
2022110603,915,30842,Marcedes Lewis,53,BEFORE_SNAP,2022-11-06 18:45:15.4,GB,left,18.34,29.11,0.85,0.38,0.09,216.77,257.84,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.300818054066379,1.4043147795277224,T,8.5,DE,Inside,0,6,2,2,0.7316236
2022110603,915,30842,Marcedes Lewis,54,BEFORE_SNAP,2022-11-06 18:45:15.5,GB,left,18.27,29.09,0.76,0.58,0.08,212.12,252.46,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2897719842806046,1.4069825869569232,T,8.430023724759023,DE,Steep Inside,0,6,4,2,0.78478426
2022110603,915,30842,Marcedes Lewis,55,BEFORE_SNAP,2022-11-06 18:45:15.6,GB,left,18.2,29.06,0.7,0.65,0.07,206.39,248.62,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2736065887117505,1.400357097314825,T,8.360215308232199,DE,Steep Inside,0,6,4,2,0.7980992
2022110603,915,30842,Marcedes Lewis,56,BEFORE_SNAP,2022-11-06 18:45:15.7,GB,left,18.14,29.04,0.64,0.67,0.07,200.08,246.1,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.263372473736972,1.41566238913097,T,8.300295175474185,DE,Steep Inside,0,6,4,2,0.8136441
2022110603,915,30842,Marcedes Lewis,57,BEFORE_SNAP,2022-11-06 18:45:15.8,GB,left,18.08,29.01,0.55,0.75,0.06,193.18,242.69,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.246367199485744,1.4105672617780376,T,8.240491490196442,DE,Steep Inside,0,6,4,2,0.8301358
2022110603,915,30842,Marcedes Lewis,58,BEFORE_SNAP,2022-11-06 18:45:15.9,GB,left,18.03,28.99,0.51,0.65,0.05,186.9,239.32,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2380549823412443,1.4159802258506307,T,8.190610477858169,DE,Steep Inside,0,6,4,2,0.84060746
2022110603,915,30842,Marcedes Lewis,59,BEFORE_SNAP,2022-11-06 18:45:16,GB,left,18.0,28.96,0.4,0.8,0.05,181.51,232.79,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2136116368982477,1.443675863897433,T,8.160882305241266,DE,Steep Inside,0,6,4,2,0.86039543
2022110603,915,30842,Marcedes Lewis,60,BEFORE_SNAP,2022-11-06 18:45:16.1,GB,left,17.96,28.93,0.41,0.59,0.04,176.76,227.18,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1918802332195555,1.435862110371327,T,8.131205322705854,DE,Backwards,0,6,0,2,0.82900226
2022110603,915,30842,Marcedes Lewis,61,BEFORE_SNAP,2022-11-06 18:45:16.2,GB,left,17.93,28.91,0.37,0.48,0.04,173.28,223.53,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.192491384328805,1.4313629868066298,T,8.111387057710907,DE,Backwards,0,6,0,2,0.83869034
2022110603,915,30842,Marcedes Lewis,62,BEFORE_SNAP,2022-11-06 18:45:16.3,GB,left,17.91,28.87,0.4,0.38,0.04,170.07,215.94,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1565964032429026,1.4424978336205554,T,8.091785958612597,DE,Backwards,0,6,0,2,0.8401072
2022110603,915,30842,Marcedes Lewis,63,BEFORE_SNAP,2022-11-06 18:45:16.4,GB,left,17.88,28.84,0.42,0.34,0.04,168.58,209.64,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1360007752105705,1.4515164484083523,T,8.072007185328813,DE,Backwards,0,6,0,2,0.84001946
2022110603,915,30842,Marcedes Lewis,64,BEFORE_SNAP,2022-11-06 18:45:16.5,GB,left,17.86,28.8,0.44,0.13,0.05,167.94,214.72,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.1004839062936247,1.4549914089093452,T,8.054098335630128,DE,Backwards,0,6,0,2,0.8454351
2022110603,915,30842,Marcedes Lewis,65,BEFORE_SNAP,2022-11-06 18:45:16.6,GB,left,17.83,28.77,0.45,0.11,0.04,166.47,214.33,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.080584432962053,1.4431216164966818,T,7.996024011969947,DE,Backwards,0,6,0,2,0.8473385
2022110603,915,30842,Marcedes Lewis,66,BEFORE_SNAP,2022-11-06 18:45:16.7,GB,left,17.8,28.73,0.47,0.11,0.05,165.7,216.42,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.051638976436207,1.439235908390284,T,7.959195939289346,DE,Backwards,0,6,0,2,0.8475885
2022110603,915,30842,Marcedes Lewis,67,BEFORE_SNAP,2022-11-06 18:45:16.8,GB,left,17.78,28.69,0.45,0.06,0.04,165.7,216.04,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0073408005738207,1.4326548781894417,T,7.930914196988896,DE,Backwards,0,6,0,2,0.85663027
2022110603,915,30842,Marcedes Lewis,68,BEFORE_SNAP,2022-11-06 18:45:16.9,GB,left,17.74,28.65,0.47,0.11,0.05,165.7,219.86,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.9826328444333314,1.3998928530426886,T,7.884319881892159,DE,Backwards,0,6,0,2,0.85679746
2022110603,915,30842,Marcedes Lewis,69,BEFORE_SNAP,2022-11-06 18:45:17,GB,left,17.72,28.62,0.43,0.22,0.04,166.44,209.78,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.9612157443679243,1.368502831564478,T,7.856112270073537,DE,Backwards,0,6,0,2,0.86432314
2022110603,915,30842,Marcedes Lewis,70,BEFORE_SNAP,2022-11-06 18:45:17.1,GB,left,17.7,28.58,0.41,0.26,0.04,167.62,208.12,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.930733472655646,1.351184665395517,T,7.829431652425352,DE,Backwards,0,6,0,2,0.8702857
2022110603,915,30842,Marcedes Lewis,71,BEFORE_SNAP,2022-11-06 18:45:17.2,GB,left,17.68,28.55,0.4,0.22,0.04,170.46,209.88,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.9099310451871947,1.3296992141082127,T,7.786173643067562,DE,Backwards,0,6,0,2,0.8753817
2022110603,915,30842,Marcedes Lewis,72,BEFORE_SNAP,2022-11-06 18:45:17.3,GB,left,17.66,28.51,0.4,0.22,0.04,173.54,205.62,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8801560184816384,1.3086252328302392,T,7.761320763890641,DE,Backwards,0,6,0,2,0.87900305
2022110603,915,30842,Marcedes Lewis,73,BEFORE_SNAP,2022-11-06 18:45:17.4,GB,left,17.65,28.47,0.38,0.22,0.04,176.12,203.97,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8431141743901662,1.2657013865837379,T,7.748141712694728,DE,Backwards,0,6,0,2,0.8862404
2022110603,915,30842,Marcedes Lewis,74,BEFORE_SNAP,2022-11-06 18:45:17.5,GB,left,17.64,28.44,0.37,0.26,0.04,180.84,196.17,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8153858924469186,1.240201596515664,T,7.741640652988228,DE,Steep Inside,0,6,4,2,0.8977734
2022110603,915,30842,Marcedes Lewis,75,BEFORE_SNAP,2022-11-06 18:45:17.6,GB,left,17.63,28.4,0.38,0.28,0.04,184.36,190.25,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.782390648680239,1.2065239326262849,T,7.7189701385612315,DE,Steep Inside,0,6,4,2,0.8983088
2022110603,915,30842,Marcedes Lewis,76,BEFORE_SNAP,2022-11-06 18:45:17.7,GB,left,17.62,28.36,0.44,0.37,0.04,187.13,182.38,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.745632392566113,1.1759676866308886,T,7.70820342232871,DE,Steep Inside,0,6,4,2,0.8936755
2022110603,915,30842,Marcedes Lewis,77,BEFORE_SNAP,2022-11-06 18:45:17.8,GB,left,17.62,28.3,0.53,0.45,0.05,191.35,179.3,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6866337482465767,1.1567627241573784,T,7.699688305379641,DE,Steep Inside,0,6,4,2,0.8875458
2022110603,915,30842,Marcedes Lewis,78,BEFORE_SNAP,2022-11-06 18:45:17.9,GB,left,17.63,28.25,0.59,0.52,0.06,194.9,172.15,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6236614303579597,1.1462111498323517,T,7.719132075563935,DE,Steep Inside,0,6,4,2,0.8845385
2022110603,915,30842,Marcedes Lewis,79,BEFORE_SNAP,2022-11-06 18:45:18,GB,left,17.64,28.18,0.65,0.61,0.06,195.8,164.82,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5556602559559,1.156027681329475,T,7.733130026063186,DE,Steep Inside,0,6,4,2,0.88277316
2022110603,915,30842,Marcedes Lewis,80,BEFORE_SNAP,2022-11-06 18:45:18.1,GB,left,17.66,28.12,0.68,0.57,0.07,195.8,160.68,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.488633940676376,1.1700427342622985,T,7.772830887135008,DE,Steep Inside,0,6,4,2,0.8841284
2022110603,915,30842,Marcedes Lewis,81,BEFORE_SNAP,2022-11-06 18:45:18.2,GB,left,17.69,28.06,0.69,0.43,0.07,195.8,157.85,0,30842.0,TE,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.4175397542626067,1.1963277142990567,T,7.812765195498967,DE,Steep Inside,0,6,4,2,0.88871515
